"","peakid","tad","gene","name","cor","pvalue","corRank","BHadj"
"38","chr15:26106180-26108996","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.0882981646806376,0.674697617121489,3,1
"39","chr15:26106180-26108996","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.166829361818199,0.425421424309365,2,1
"40","chr15:26177666-26179979","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.53840986680094,0.00549412177014283,1,0.791153534900568
"41","chr15:26177666-26179979","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.171190619645843,0.413244415663612,3,1
"42","chr15:26177666-26179979","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.298982413363518,0.146548965765446,2,1
"43","chr15:26192016-26194568","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.204690022496122,0.326347506269738,3,1
"44","chr15:26192016-26194568","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.530007884292576,0.00642846988021237,2,0.919271192870369
"45","chr15:26192016-26194568","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.820664969308354,5.0571807975572e-07,1,9.40635628345639e-05
"46","chr15:26194769-26195358","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.307064603131121,0.135420684664332,3,1
"47","chr15:26194769-26195358","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.630745420309369,0.000724155217869,2,0.113692369205433
"48","chr15:26194769-26195358","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.732931703061601,3.08676056117721e-05,1,0.00540183098206012
"49","chr15:26199188-26199820","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.133365110109252,0.525079206813986,3,1
"50","chr15:26199188-26199820","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.411239162670468,0.0411223710745841,2,1
"51","chr15:26199188-26199820","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.486825763201697,0.013589436705356,1,1
"52","chr15:26228787-26232255","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.0582594820262712,0.782072758632506,1,1
"53","chr15:26228787-26232255","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",-0.00984687005427605,0.962740612598182,2,1
"54","chr15:26228787-26232255","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",-0.0252579675260245,0.90460750102176,3,1
"55","chr15:26261340-26262250","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.12455571310875,0.553039072129289,3,1
"56","chr15:26261340-26262250","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.172745456250782,0.408950244517332,2,1
"57","chr15:26261340-26262250","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.193202986222869,0.354800335241965,1,1
"58","chr15:26272586-26275721","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.273488794623802,0.185894463610419,3,1
"59","chr15:26272586-26275721","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.481019887697688,0.0149240507260954,2,1
"60","chr15:26272586-26275721","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.747590843148304,1.74631789658172e-05,1,0.00309098267694964
"61","chr15:26281360-26285099","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.0531090158412891,0.800942254195957,3,1
"62","chr15:26281360-26285099","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.373413550676543,0.0659688529754234,2,1
"63","chr15:26281360-26285099","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.67202741325043,0.000234026869987524,1,0.0383804066779539
"64","chr15:26295076-26298938","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.209370120743447,0.315164101878639,3,1
"65","chr15:26295076-26298938","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.412843848706471,0.0402613441586058,2,1
"66","chr15:26295076-26298938","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.687121074515364,0.000148112539304375,1,0.0247347940638306
"67","chr15:26304519-26319090","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.082821507832055,0.693888089007295,3,1
"68","chr15:26304519-26319090","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.550794922082236,0.00432666273204634,2,0.644672747074904
"69","chr15:26304519-26319090","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.849506903214821,7.82160024429815e-08,1,1.49392564666095e-05
"70","chr15:26324861-26330427","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.278651927313809,0.17739288325525,1,1
"71","chr15:26324861-26330427","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.145333736536155,0.488209093935544,3,1
"72","chr15:26324861-26330427","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.188204860749627,0.367622372786491,2,1
"73","chr15:26330649-26333702","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.0429273805057659,0.838555265016152,3,1
"74","chr15:26330649-26333702","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.651522131827496,0.000418754530686624,2,0.0674194794405464
"75","chr15:26330649-26333702","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.931565856555603,1.37445435544018e-11,1,2.68018599310835e-09
"76","chr15:26338487-26339530","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.0961942963539091,0.647375791361311,3,1
"77","chr15:26338487-26339530","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.719841583312009,4.98216151784823e-05,2,0.00866896104105593
"78","chr15:26338487-26339530","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.818915894937265,5.60283745021579e-07,1,0.000103652492828992
"79","chr15:26353964-26354965","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.0335708049486326,0.873428572871392,3,1
"80","chr15:26353964-26354965","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.18318979588067,0.380754500713664,2,1
"81","chr15:26353964-26354965","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.508454779175476,0.00945138731896368,1,1
"82","chr15:26368910-26372117","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.148908004836957,0.477457220038368,3,1
"83","chr15:26368910-26372117","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.638318085135983,0.000595828897753794,2,0.0953326236406071
"84","chr15:26368910-26372117","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.82688209514317,3.481743103872e-07,1,6.51085960424063e-05
"85","chr15:26372163-26398073","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.0880691060951681,0.675496405878059,3,1
"86","chr15:26372163-26398073","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.630470385816963,0.000729234035055414,2,0.113760509468645
"87","chr15:26372163-26398073","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.878531012920915,7.72430574341879e-09,1,1.49851531422325e-06
"88","chr15:26398411-26409803","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.175140752726259,0.402383625251604,3,1
"89","chr15:26398411-26409803","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.557342359812269,0.00379933358389565,2,0.581298038336035
"90","chr15:26398411-26409803","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.854073331987626,5.61864811832266e-08,1,1.07878043871795e-05
"91","chr15:26413821-26415191","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.320258306281511,0.118583879310564,3,1
"92","chr15:26413821-26415191","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.52753850805018,0.00672715226800181,2,0.955255622056257
"93","chr15:26413821-26415191","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.771681851484783,6.27231045225233e-06,1,0.00112901588140542
"94","chr15:26415351-26415975","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.169967328903461,0.416640353908767,3,1
"95","chr15:26415351-26415975","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.556623288125323,0.0038544467375661,2,0.582021457372481
"96","chr15:26415351-26415975","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.827401682309763,3.37257199372929e-07,1,6.34043534821107e-05
"97","chr15:26416125-26417182","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.203838660885475,0.32840742780978,3,1
"98","chr15:26416125-26417182","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.461472075598708,0.0202312705465848,2,1
"99","chr15:26416125-26417182","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.68964759284537,0.000136837115378616,1,0.0230836269140101
"100","chr15:26418778-26426031","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.356371647356679,0.0803659993788503,3,1
"101","chr15:26418778-26426031","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.547562206867452,0.00460902500603819,2,0.682135700893652
"102","chr15:26418778-26426031","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.832335605773409,2.47897790959489e-07,1,4.68526824913434e-05
"103","chr15:26432365-26434794","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.269177312457741,0.193205747349986,2,1
"104","chr15:26432365-26434794","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.262193250587565,0.205462781489375,3,1
"105","chr15:26432365-26434794","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.556968942223277,0.00382787024265565,1,0.581836276883658
"106","chr15:26440919-26448012","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.25157372809297,0.225091902419069,3,1
"107","chr15:26440919-26448012","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.439033738346224,0.0281174009103376,2,1
"108","chr15:26440919-26448012","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.774408678837685,5.54309840333903e-06,1,0.00100330081100436
"109","chr15:26457241-26457834","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.189215917282775,0.365007166767945,3,1
"110","chr15:26457241-26457834","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.456985698507802,0.0216436703446812,2,1
"111","chr15:26457241-26457834","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.708110467051275,7.48652351550544e-05,1,0.0128019552115143
"112","chr15:26479940-26481193","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.340986565156024,0.0953021852435403,3,1
"113","chr15:26479940-26481193","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.515405900457682,0.00836889340428276,2,1
"114","chr15:26479940-26481193","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.689705095084267,0.000136589508366924,1,0.0230836269140101
"115","chr15:26487421-26488485","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.115986470354553,0.580872251687505,2,1
"116","chr15:26487421-26488485","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",-0.0199817695503432,0.924471270488306,3,1
"117","chr15:26487421-26488485","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.251269801816716,0.22567144130207,1,1
"118","chr15:26504855-26505866","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.154801187977869,0.459997347466593,3,1
"119","chr15:26504855-26505866","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.5460614494745,0.00474530200732536,2,0.697559395076827
"120","chr15:26504855-26505866","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.780011027582042,4.27701666059592e-06,1,0.000778417032228457
"121","chr15:26538900-26539582","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.106442194524241,0.612571382320338,3,1
"122","chr15:26538900-26539582","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.587901330766982,0.00199774760701432,1,0.309650879087219
"123","chr15:26538900-26539582","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.501983628983747,0.010561370125523,2,1
"124","chr15:26600497-26601489","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.269147123864716,0.19325762473372,3,1
"125","chr15:26600497-26601489","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.381151341834077,0.0601269107283167,2,1
"126","chr15:26600497-26601489","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.406080180344082,0.0439894563031197,1,1
"127","chr15:26618867-26619836","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.210022305276186,0.313624549824261,3,1
"128","chr15:26618867-26619836","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.512436519822299,0.00881792991606244,1,1
"129","chr15:26618867-26619836","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.436101973074841,0.0293088138600139,2,1
"130","chr15:26620035-26621551","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.23726770506637,0.253452625515447,3,1
"131","chr15:26620035-26621551","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.476726996954733,0.0159785742226838,1,1
"132","chr15:26620035-26621551","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.356885678032679,0.0798995951982198,2,1
"133","chr15:26632588-26633904","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.204347194155919,0.327176056293553,3,1
"134","chr15:26632588-26633904","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.425749977388696,0.0338432976353954,2,1
"135","chr15:26632588-26633904","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.446746103265627,0.0251682028744902,1,1
"136","chr15:26635219-26638973","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.0460255230861756,0.827069676500376,3,1
"137","chr15:26635219-26638973","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.552566289521193,0.00417824028781892,2,0.626736043172837
"138","chr15:26635219-26638973","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.667250857813364,0.000269049150628786,1,0.0438550115524921
"139","chr15:26682496-26684040","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.0821549102032929,0.696236716758186,2,1
"140","chr15:26682496-26684040","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",-0.00108228461730919,0.995903390417522,3,1
"141","chr15:26682496-26684040","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.271384586133685,0.189438497040179,1,1
"142","chr15:26686819-26688823","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.017709792956812,0.933039022927018,3,1
"143","chr15:26686819-26688823","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.111094675425998,0.597029884207186,2,1
"144","chr15:26686819-26688823","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.305643893317895,0.13733131797104,1,1
"145","chr15:26721164-26723316","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.0256003690801657,0.903320227456726,3,1
"146","chr15:26721164-26723316","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.679027757635782,0.000189902920343456,2,0.0315238847770138
"147","chr15:26721164-26723316","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.800504388362154,1.54873928962955e-06,1,0.000283419290002208
"148","chr15:26730824-26732901","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.085786823288257,0.683473846300764,3,1
"149","chr15:26730824-26732901","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.49745071997064,0.0114015636742503,2,1
"150","chr15:26730824-26732901","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.735233563335447,2.82952585838353e-05,1,0.00497996551075502
"151","chr15:26817422-26819173","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.0994210583672426,0.636334620069872,3,1
"152","chr15:26817422-26819173","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.674674897452316,0.000216386551525743,2,0.0357037810017476
"153","chr15:26817422-26819173","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.800692235201082,1.53357159690623e-06,1,0.000282177173830746
"154","chr15:26820594-26823342","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.0344313772488076,0.870210490885348,3,1
"155","chr15:26820594-26823342","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.633876423125738,0.000668459904623561,2,0.105616664930523
"156","chr15:26820594-26823342","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.765820345598222,8.13557737089938e-06,1,0.00144813277202009
"157","chr15:26873434-26875859","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",0.169493167668285,0.417960775790544,3,1
"158","chr15:26873434-26875859","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.351798378656396,0.0846068290222815,2,1
"159","chr15:26873434-26875859","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.514533600063276,0.00849878094690108,1,1
"160","chr15:26877188-26877767","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.0072764725142433,0.972462450681513,3,1
"161","chr15:26877188-26877767","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.718651132624743,5.19708544051663e-05,2,0.00899095781209377
"162","chr15:26877188-26877767","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.76860276471964,7.19732591173589e-06,1,0.00128832133820073
"163","chr15:26878083-26879937","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.0225275450231996,0.914880754102395,3,1
"164","chr15:26878083-26879937","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.715989089969721,5.70752085502579e-05,2,0.00981693587064436
"165","chr15:26878083-26879937","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.835279784842864,2.05324624608543e-07,1,3.90116786756232e-05
"166","chr15:26881696-26883985","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.195553389148766,0.34886296715388,3,1
"167","chr15:26881696-26883985","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.636894474387975,0.000618324021462588,2,0.0983135194125515
"168","chr15:26881696-26883985","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.871693102179785,1.40031828632753e-08,1,2.70261429261214e-06
"169","chr15:26886005-26886593","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.189907934126051,0.36322345844419,3,1
"170","chr15:26886005-26886593","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.22734350957769,0.274432593665747,2,1
"171","chr15:26886005-26886593","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.410838862330037,0.0413394108399296,1,1
"172","chr15:26892568-26893490","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.33043580645865,0.106682799528527,3,1
"173","chr15:26892568-26893490","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.0838843539820628,0.690149031660363,1,1
"174","chr15:26892568-26893490","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.0145163530602645,0.945093702344314,2,1
"175","chr15:26904062-26908861","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.401560279296569,0.0466286456258555,3,1
"176","chr15:26904062-26908861","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.479596656218143,0.0152671294605467,2,1
"177","chr15:26904062-26908861","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.539762033110641,0.00535500123430032,1,0.776475178973546
"178","chr15:26910975-26912172","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.106698382633038,0.611711265422307,3,1
"179","chr15:26910975-26912172","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.459509750817895,0.0208395294013904,2,1
"180","chr15:26910975-26912172","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.66553717197307,0.000282684479324787,1,0.0457948856506155
"181","chr15:26927543-26928291","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.0837936859735371,0.690467724982677,3,1
"182","chr15:26927543-26928291","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.205993269631621,0.323209433550272,1,1
"183","chr15:26927543-26928291","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",-0.0486683231074417,0.817299269600152,2,1
"184","chr15:26935890-26936502","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.116075636164492,0.58057951796963,3,1
"185","chr15:26935890-26936502","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.518126554319237,0.00797436511870589,1,1
"186","chr15:26935890-26936502","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.21701839054354,0.297400809764703,2,1
"187","chr15:26940445-26944868","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.366546528791643,0.0715101937474315,3,1
"188","chr15:26940445-26944868","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.189501697656702,0.364269935650849,1,1
"189","chr15:26940445-26944868","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",-0.0116850062149244,0.955791446397242,2,1
"190","chr15:26955842-26959462","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.0355793710099094,0.865920734251024,3,1
"191","chr15:26955842-26959462","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.194750543369806,0.350884382798234,1,1
"192","chr15:26955842-26959462","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",-0.0178361558717993,0.932562302416102,2,1
"193","chr15:26975834-26976587","chr15:25728907-27128907","ENSG00000206190.7","ATP10A",-0.0176855911530878,0.933130329937388,3,1
"194","chr15:26975834-26976587","chr15:25728907-27128907","ENSG00000166206.9","GABRB3",0.54495082025056,0.00484832772266792,2,0.707855847509516
"195","chr15:26975834-26976587","chr15:25728907-27128907","ENSG00000186297.7","GABRA5",0.70320038593369,8.82726822336568e-05,1,0.0150063559797217
